"stn_code","stn_name","zone_code","division_code","latitude","longitude"
NYK,Naya Kharadia                                               ,NWR,JU,"27.03830278","74.93696389"
SMAP,Shamnapur,SCR,HYB,"18.10224836","78.32033176"
SUJH,Sujangarh                                                   ,NWR,JU,"27.70948055","74.46409722"
IOCT,IOC SIDING TATANAGAR                                        ,SER,CKP,"22.768584","86.20019"
VNJ,Vanjipalaiyam                                               ,SR,SA,"11.11815648","77.26625318"
IOG,IOC LTD (HAZIRA)-GOTHANGAM                                  ,WR,BRC,"21.17923","72.72404"
IOJB,Banspani Iron Ltd                                           ,SER,CKP,"21.952519","85.419044"
IOK,IOC SIDING KUR                                              ,ECOR,KUR,"20.153136","85.708294"
DVA,Delvada                                                     ,WR,BVP,"20.77351633","71.04169783"
NNB,Nimblak                                                     ,CR,PUNE,"19.11890333","74.688895"
IOPK,IOC Siding Panki                                            ,NCR,PRYJ,"26.459662","80.236931"
IORG,India Oil Refinery Siding                                   ,ECR,SEE,"25.4407","86.0053"
IOSJ,"IOC SIDING, SCPD                                            ",NR,FZR,"31.343082","75.621471"
RJI,Rajawari,NER,BSB,"25.49852694","83.13165468"
IOSP,Indian Oil Corporation Paradeep                             ,ECOR,KUR,"20.280554","86.620331"
IOTS,INDIAN OIL CORPORATION TANK WAGON  SIDING SERVED BY SALAWAS ,NWR,JU,"26.141261","73.013763"
AKKK,Kustor Siding OF M/S. BCCL                                  ,SER,ADRA,"23.723401","86.405625"
TNX,Tarak Nagar   H                                             ,ER,SDAH,"23.38340661","88.68642484"
TZD,Tozhuppedu                                                  ,SR,MAS,"12.36892847","79.78474444"
RMF,Ramna                                                       ,ECR,DHN,"24.240116","83.60611517"
BMSN,Bamsin                                                      ,NWR,JU,"25.76214444","72.54445556"
TKNR,Thakurnagar                                                 ,ER,SDAH,"22.92458667","88.77788333"
IPCP,M/s IOCL Pet Coke siding,ECOR,KUR,"20.280554","86.620331"
ISCG,BUNKER SIDING AT GUA FOR M/S. INDIAN IRON & STEEL CO. LTD.  ,SER,CKP,"22.218159","85.381536"
CLJ,Colonelganj,NER,LJN,"27.13750807","81.69338302"
JCZ,JHINGURDAH COLLIERY SIDING                                  ,ECR,DHN,"24.204287","82.642765"
RMR,Ramnagar,NER,IZN,"29.38965333","79.12195667"
BZS,Bansjora                                                    ,ECR,DHN,"23.79046697","86.35499172"
DG,Dindigul Jn.,SR,MDU,"10.35517712","77.98580604"
JRGD,JARANGDIH LINE NO. II                                       ,ECR,DHN,"23.769793","85.92905"
SMX,Simurali                                                    ,ER,SDAH,"23.04072247","88.51001184"
KANR,KUKANUR,SWR,UBL,"15.48475489","75.9893735"
ACU,Achuara Halt                                                ,ECR,DNR,"25.45291133","85.65694583"
ANMD,Arang  Mahanadi                                             ,ECOR,SBP,"21.1897505","81.95559893"
KBPS,KHRIDWA BULK CUM PACK PETROLEUM SIDING                      ,NR,UMB,"30.338658","76.826706"
KCHL,Korichhapar Line No. 01,SECR,BSP,"21.992065","83.103414"
TKRA,Tikra P.H.                                                  ,SER,KGP,"21.66720333","87.53459833"
KCPS,KCP LTD SIDING                                              ,SR,MAS,"13.159725","80.296154"
ALUH,ALAULI,ECR,SPJ,"25.714775","86.185647"
JKCG,M/S J K Cement Siding-Mangrol                               ,WR,RTM,"24.693503","74.670639"
ALUS,ARIYALUR CEMENT SIDING                                      ,SR,TPJ,"11.150235","79.068518"
BNHL,Bellenahalli                                                ,SWR,MYS,"14.244419","76.554847"
SYE,Sindewahi                                                   ,SECR,NAG,"20.29736","79.67"
JSWB,JSW BLOCK CABIN,SER,ADRA,"22.530237","87.320366"
KCHP,Korichhapar,SECR,BSP,"21.99184","83.102474"
KCKT,KATKONA COLLIERY                                            ,SECR,BSP,"23.311833","82.71409"
KBTS,Krishak Bharti Co-op. Siding -Gothangam                     ,WR,BRC,"21.17357","72.69862"
JPCT,JAYAPRAKASH CEMENT SIDING-TANDA,NR,LKO,"26.543848","82.645168"
DGN,Dongargaon,CR,BSL,"21.620175","76.37097"
RGP,Raghunathpalli,SCR,SC,"17.75710504","79.25672332"
CSM,Cansaulim                                                   ,SWR,UBL,"15.3448782","73.8976353"
KCSD,KOREA BLK NO 1 & 2 DARRITOLA                                ,SECR,BSP,"23.289288","82.395401"
ADF,Adina,NFR,KIR,"25.11455167","88.12303667"
EKN,Ezhukone                                                    ,SR,MDU,"8.97939833","76.71522783"
CNKH,Chinnakote halt,SWR,SBC,"12.981158","78.226165"
ALGP,Algapur,NFR,LMG,"24.75174833","92.59487"
GNJB,Gopinathjew Banikunda (PH)                                  ,ECOR,KUR,"20.29080604","86.44337899"
KDSK,KUSUNDA SIDING,ECR,DHN,"23.790411","86.411719"
NNL,Narnaul                                                     ,NWR,JP,"28.04475134","76.12333687"
RG,Rajghat Narora                                              ,NR,MB,"28.23585483","78.35360367"
SMQL,Shamli                                                      ,NR,DLI,"29.44504167","77.31622167"
VRX,Varahi                                                      ,WR,ADI,"23.8010205","71.435408"
CHPA,Chhapar Halt                                                ,ECR,DHN,"23.6920515","85.21191217"
RTI,Raoti                                                       ,WR,RTM,"23.18396833","74.87938333"
SUM,Summit,CR,BSL,"20.211655","74.34388467"
TLS,Bettahalsoor H                                              ,SWR,SBC,"13.166287","77.604394"
LCTS,Laxmi Cement Siding (BG)                                    ,DFCR,WDFC,"24.713504","72.989066"
KSDJ,KONDEY SIDING                                               ,SECR,R,"20.586249","81.067493"
KWKL,Kakri wharfwall siding,ECR,DHN,"24.157396","82.767272"
LFSG,M/s.NUVOCO VISTAS CORPORATION LTD  SERVED BY GAMBHIRI ROAD   ,WR,RTM,"24.693503","74.670639"
LMGB,LOCM Rapid Loading System,SECR,BSP,"21.822864","83.924462"
AMPS,M/s. Adani Track Management Services Private Ltd./SJQ,SECR,BSP,"23.289603","82.880516"
WG,Wagholi,CR,NGP,"20.58227333","78.77225333"
BAYD,BAYAD                                                       ,WR,BRC,"23.219847","73.207419"
LMGT,"Private Siding, Lingaraj MGR of M/s MCL at Talcher          ",ECOR,KUR,"20.932182","85.200305"
IDR,Indi Road                                                   ,SWR,UBL,"17.211055","75.91914667"
SQS,Sigsigi                                                     ,ECR,DDU,"24.25962778","83.85403333"
MMC,Mahamandir                                                  ,NWR,JU,"26.30935278","73.03881111"
LRST,Lingaraj Spur siding No.3 of MCL,ECOR,KUR,"20.930336","85.201464"
MBNO,Military siding banar,NWR,JU,"26.33973","73.146651"
MBSJ,"M/S BHARAT STARCH INDUSTRIES, JAGADHRI                      ",NR,UMB,"30.1173","77.2877"
MCAC,"MILITARY RAMP SIDING, AMBALA CANT                           ",NR,UMB,"30.338658","76.826706"
MCSP,PURE JAMBAD A  COLLY.SDG                                    ,ER,ASN,"23.631314","87.148018"
MCYA,MILLS RAILWAY SIDING LEHREAGAGA                             ,NR,UMB,"29.938052","75.810299"
MGKS,"Food Corporation of India Grains Godown (B.G.) SDG, MGK     ",SR,TVC,"10.597339","76.208209"
MJAC,M/S. JAIPRAKASH ASSOCIATES CHUNAR                           ,NCR,PRYJ,"25.103671","82.875023"
MJBB, M/S JAI BALAJI INDUSTRIES LTD             ,SER,CKP,"22.166063","85.411922"
RKSH,Rishikesh,NR,MB,"30.10750711","78.28787285"
MCES,M/S CESC  POWER   GENERATING   STATION  BUDGE BUDGE         ,ER,SDAH,"22.492772","88.194362"
VS,VISHVAMITRI   Jn                                            ,WR,BRC,"22.28454033","73.17888867"
SAMN,Samni Jn.                                                   ,WR,BRC,"21.85267383","72.92443233"
MJPJ,Ms JHAJJAR POWER LTD SDG  SERVED BY JHARLI                  ,NWR,BKN,"28.50626","76.374378"
MOIL,BHARWALI MANGANIZE ORE SIDING                               ,SECR,NAG,"21.811629","80.199885"
GRMR,Garhi Manikpur,NR,LKO,"25.776743","81.414485"
CTZ,Chauntra Bhaterh                                            ,NR,FZR,"32.00511552","76.74627232"
BDC,Bandel Jn.,ER,HWH,"22.92268525","88.37828655"
CCIP,Cement Corporation of India Ltd.                            ,SECR,BSP,"22.029081","82.422009"
MPGC,MRB Patiala Storage Private Ltd.,NR,UMB,"30.365682","76.006783"
CTR,Chatra,ER,HWH,"24.37315667","87.84924833"
MRKS,KAPURTHALA MILITARY SIDING                                  ,NR,FZR,"31.366426","75.382304"
MRSA,AMRISTAR MILITARY SIDING                                    ,NR,FZR,"31.631752","74.858265"
MRSB,BATALA MILITARY SIDING                                      ,NR,FZR,"31.821532","75.194482"
MRSC,"MILITARY RAMP SIDING, CHANDIMANDIR                          ",NR,UMB,"30.727191","76.886959"
MRSD,DINANAGAR MILITARY SIDING,NR,JAT,"32.134629","75.467191"
MRSN,"MILITARY RAMP SIDING, NABHA                                 ",NR,UMB,"30.363915","76.146326"
UKD,Ulindakonda                                                 ,SCR,HYB,"15.65246944","77.96829167"
MRSR,RAMDAS MILITARY SIDING                                      ,NR,FZR,"31.956532","74.919863"
MRST,TARAN TARAN MILITARY SIDING                                 ,NR,FZR,"31.455611","74.932938"
MRSW,SAHNEWAL MILITARY RAMP SIDING                               ,NR,FZR,"30.837836","75.9799"
MRTU,TANDA URMAR MILITARY SIDING,NR,JAT,"31.672449","75.637865"
MSNN,Military siding Nasirabad,NWR,AII,"26.2948","74.717331"
MSPM,"STAR PAPER MILLS SIDING II, SRE                             ",NR,UMB,"29.960809","77.542019"
BHTH,BHAIROPATTI HALT                                            ,ECR,SPJ,"25.896403","86.895877"
MSRT,TANGRA MILITARY SIDING                                      ,NR,FZR,"31.576196","75.107002"
MSSL,M/S Super Smelters Limited                                  ,ER,ASN,"23.666537","87.127075"
MTSS,M/S Talwandi Sabo Power Ltd.                                ,NR,DLI,"30.017976","75.344238"
MUSG,"Ordinance Depot Siding , Mathura                            ",NCR,AGRA,"27.480025","77.672997"
APLS,Adani Power Rajasthan Limited Siding                        ,WCR,KOTA,"24.773331","76.732635"
APLU,ADANI POWER LIMITED UDUPI served by nandikoor                       ,KRCL,KAWR,"13.132679","74.806023"
APSA,M/s. Adani Ports & Special Economic Zone Ltd.(APSEZ) Port Terminal ,WR,ADI,"23.0945","70.1249"
SRE,Saharanpur Jn.                                              ,NR,UMB,"29.961335","77.54116833"
MSIR,M/S SKS Ispat & Power Ltd RSD                               ,SECR,R,"21.2375","81.6309"
RZN,Rauzagaon                                                   ,NR,LKO,"26.7863825","81.705581"
SALR,Salur,SCOR,VSKP,"18.52715667","83.20634483"
MMCT,Mumbai Central                                              ,WR,BCT,"18.97122133","72.81893283"
AKVU,Ankleshwar Udyognagar.                                      ,WR,BRC,"21.63348108","73.03409284"
MVKF,Food Corporation of India siding                            ,SR,TVC,"9.239577","76.545782"
KOPR,KOPAR,CR,CSTM,"19.21129912","73.07773513"
ANGR,Angadgeri H                                                 ,SWR,UBL,"16.45280553","75.84473498"
SBDP,SABDALPUR JN.                                               ,ECR,SEE,"25.42778333","86.43882967"
SPY,Sarsonpuri P.H.,SECR,R,"20.78114783","81.6386475"
TNUE,TINDAULI,NCR,PRYJ,"27.181386","78.916344"
SSKA,Sisarka                                                     ,NR,MB,"28.4298365","78.848284"
SKB,Shikohabad Jn.,NCR,PRYJ,"27.086095","78.57548333"
NRMH,Nava Raipur,SECR,R,"21.21810154","81.80123826"
OSBK,"old sick line, barkakana",ECR,DHN,"23.624119","85.469513"
PKRW,PAKUR  LOWER  QUARRY  LINE  NO.1                            ,ER,HWH,"24.637812","87.855864"
PKRX,PAKUR  LOWER QUARRY  LINE N0 2 SDG                          ,ER,HWH,"24.637812","87.855864"
PKRY,PAKUR NEW  SIDING  AND  RAJA  BUFFER                        ,ER,HWH,"24.637812","87.855864"
TIS,Tatisilwai                                                  ,SER,RNC,"23.37015167","85.43636667"
TNK,Tirunellikaval                                              ,SR,TPJ,"10.65341529","79.63606818"
BDVL,Budvel,SCR,HYB,"17.309775","78.42510833"
NSW,Naswadi                                                     ,WR,BRC,"22.04808431","73.73201402"
BNJN,Binjana                                                     ,WR,RTM,"22.934208","75.993407"
PCPN,M/s. Nuvoco Vistas Corporation Ltd. Served by Nipania,SECR,R,"21.826684","82.044525"
PGBB,M/s global coal & mining pvt ltd                            ,SECR,BSP,"21.827062","83.848926"
DHNE,Dhone Jn,SCOR,GTL,"15.395275","77.86770556"
NWU,Navapur                                                     ,WR,BCT,"21.166938","73.77269467"
AGAE,Agradwip,ER,HWH,"23.581725","88.225185"
DRD,Dahanu Road                                                 ,WR,BCT,"19.9913095","72.74358967"
KSC,Kashi Chak                                                  ,ECR,DNR,"25.071174","85.72006017"
PLG,Palghar                                                     ,WR,BCT,"19.69791533","72.77215967"
PKRZ,PAKUR OLD SIDING  AND  PAKUR QUARRY BUFFER                  ,ER,HWH,"24.637812","87.855864"
PLCP,PHULBASIA LINE NO.4 CCL,ECR,DHN,"23.681158","84.740124"
GPR,Ghorpuri,CR,PUNE,"18.52781133","73.8947185"
PMBR,M/s. BMM Siding Served by Ranajithpura,SWR,UBL,"15.055879","76.599255"
ATMB,"ATOMIC POWER PROJECT SIDING, TARAPUR-BOISAR",WR,BCT,"19.798237","72.761609"
PMCS,PANDRA  BR COLLY.SDG                                        ,ER,ASN,"23.751804","86.748004"
PMLR,M/S Nuvoco Vistas Corporation Limited                                 ,ER,ASN,"23.603161","87.11729"
ILO,ILLOO                                                       ,SER,RNC,"23.31765667","85.86512667"
PNKA,M/S. NARESH KUMAR & CO. PVT. LTD.(served by AMTA station),SER,KGP,"22.5709","88.0092"
PNKR,NEW KANPUR FOR DFCCIL PVT SIDING,NCR,PRYJ,"26.351085","80.437256"
RIGA,Riga                                                        ,ECR,SPJ,"26.64283282","85.42837964"
PNPS,"KERALA NEWS PRINT PROJECT SDG, PVRD                         ",SR,TVC,"9.829169","76.455231"
PNSS,NEW SUJATPUR BY DFCCIL,NCR,PRYJ,"25.605972","81.40219"
RJR,Rajaldesar                                                  ,NWR,BKN,"28.033696","74.477739"
RXR,Rangapahar,NFR,LMG,"25.83398833","93.665055"
ATX,Alinagar Tola                                               ,ECR,SPJ,"25.847273","87.328545"
ASWC,APSWC SIDING OWNED BY SRI NANDA KUMAR & OTHERS              ,SCR,SC,"17.470681","78.794525"
SR,Sabli Road                                                  ,WR,RJT,"23.03713782","71.95586421"
ATUV,M/S ATUL SIDING                                             ,WR,BCT,"20.608629","72.933599"
TK,tumakuru                                                    ,SWR,SBC,"13.333792","77.101957"
BEHR,Beohari,WCR,JBP,"24.00038583","81.37995317"
ADR,Mandi Adampur                                               ,NWR,BKN,"29.283039","75.468642"
DD,Daund Jn.,CR,PUNE,"18.46364333","74.580265"
SDN,Sholavandan                                                 ,SR,MDU,"10.02287717","77.96562283"
PNWP,PATHERDIH NLW WASHERY SIDING,ECR,DHN,"23.673615","86.433582"
PPTP,Paradeep Port Through Distance Siding                       ,ECOR,KUR,"20.280554","86.620331"
PSAD,ADRA PUBLIC SIDING,SER,ADRA,"23.495602","86.674275"
PSBP,Sonepur Bazari Siding of ECL,ER,ASN,"23.712079","87.277435"
PSBS,Private Siding to serve Bokaro Steel Ltd                    ,ECR,DHN,"24.19726","83.709984"
